trial_id,parent_experiment,phase,trial_kind,ofactor_threshold,xfactor_tier_b,xfactor_tier_a,status,result_type,rankability,source_bundle,code_hash,data_hash,config_hash,requested_start,requested_end,actual_start,actual_end,candidate_count,accepted_positions,closed_trades,open_positions,realised_after_tax_pnl,open_net_liquidation_pnl,total_net_liquidation_pnl,h30_score,error_reason
LEGACY49_O80_X30,LEGACY_OX_THRESHOLD_SWEEP_2026_08_07,LEGACY_AGGREGATE_THRESHOLD,AGGREGATE_THRESHOLD_COMBINATION,80,30,,FAILED,OPPORTUNITY_SCAN,NOT_RANKABLE,OIIS_49_FACTOR_ANALYSIS_BUNDLE_LITE_2026-08-07 (1).zip,,,,,,,,,,,,,,,,POSTGRES_DDL_DEADLOCK
LEGACY49_O80_X40,LEGACY_OX_THRESHOLD_SWEEP_2026_08_07,LEGACY_AGGREGATE_THRESHOLD,AGGREGATE_THRESHOLD_COMBINATION,80,40,,FAILED,OPPORTUNITY_SCAN,NOT_RANKABLE,OIIS_49_FACTOR_ANALYSIS_BUNDLE_LITE_2026-08-07 (1).zip,,,,,,,,,,,,,,,,POSTGRES_DDL_DEADLOCK
LEGACY49_O80_X50,LEGACY_OX_THRESHOLD_SWEEP_2026_08_07,LEGACY_AGGREGATE_THRESHOLD,AGGREGATE_THRESHOLD_COMBINATION,80,50,,FAILED,OPPORTUNITY_SCAN,NOT_RANKABLE,OIIS_49_FACTOR_ANALYSIS_BUNDLE_LITE_2026-08-07 (1).zip,,,,,,,,,,,,,,,,POSTGRES_DDL_DEADLOCK
LEGACY49_O80_X60,LEGACY_OX_THRESHOLD_SWEEP_2026_08_07,LEGACY_AGGREGATE_THRESHOLD,AGGREGATE_THRESHOLD_COMBINATION,80,60,,FAILED,OPPORTUNITY_SCAN,NOT_RANKABLE,OIIS_49_FACTOR_ANALYSIS_BUNDLE_LITE_2026-08-07 (1).zip,,,,,,,,,,,,,,,,POSTGRES_DDL_DEADLOCK
LEGACY49_O80_X70,LEGACY_OX_THRESHOLD_SWEEP_2026_08_07,LEGACY_AGGREGATE_THRESHOLD,AGGREGATE_THRESHOLD_COMBINATION,80,70,,FAILED,OPPORTUNITY_SCAN,NOT_RANKABLE,OIIS_49_FACTOR_ANALYSIS_BUNDLE_LITE_2026-08-07 (1).zip,,,,,,,,,,,,,,,,POSTGRES_DDL_DEADLOCK
LEGACY49_O80_X80,LEGACY_OX_THRESHOLD_SWEEP_2026_08_07,LEGACY_AGGREGATE_THRESHOLD,AGGREGATE_THRESHOLD_COMBINATION,80,80,,FAILED,OPPORTUNITY_SCAN,NOT_RANKABLE,OIIS_49_FACTOR_ANALYSIS_BUNDLE_LITE_2026-08-07 (1).zip,,,,,,,,,,,,,,,,POSTGRES_DDL_DEADLOCK
MINUTE_O45_X84,OIIS_MINUTE_PROFILE_REVIEW_2026_08_08,MINUTE_THRESHOLD_PROFILE,AGGREGATE_THRESHOLD_PROFILE,45,84,84.0,SUCCEEDED,THRESHOLD_SENSITIVITY_RESEARCH,NOT_RANKABLE,OIIS_MINUTE_PROFILE_REVIEW_LITE_2026-08-08.zip,,,,,,,,2125.0,2017.0,2004.0,0.0,879155.2144,-655263.1902,223892.0242000001,,
MINUTE_O60_X60,OIIS_MINUTE_PROFILE_REVIEW_2026_08_08,MINUTE_THRESHOLD_PROFILE,AGGREGATE_THRESHOLD_PROFILE,60,60,60.0,SUCCEEDED,THRESHOLD_SENSITIVITY_RESEARCH,NOT_RANKABLE,OIIS_MINUTE_PROFILE_REVIEW_LITE_2026-08-08.zip,,,,,,,,8827.0,7998.0,7948.0,0.0,3676335.659,-2362493.7476999997,1313841.9113000003,,
MINUTE_O74_X74,OIIS_MINUTE_PROFILE_REVIEW_2026_08_08,MINUTE_THRESHOLD_PROFILE,AGGREGATE_THRESHOLD_PROFILE,74,74,74.0,SUCCEEDED,THRESHOLD_SENSITIVITY_RESEARCH,NOT_RANKABLE,OIIS_MINUTE_PROFILE_REVIEW_LITE_2026-08-08.zip,,,,,,,,405.0,398.0,393.0,0.0,185035.6957,-344618.4759,-159582.7802,,
MINUTE_O84_X84,OIIS_MINUTE_PROFILE_REVIEW_2026_08_08,MINUTE_THRESHOLD_PROFILE,AGGREGATE_THRESHOLD_PROFILE,84,84,84.0,SUCCEEDED,THRESHOLD_SENSITIVITY_RESEARCH,NOT_RANKABLE,OIIS_MINUTE_PROFILE_REVIEW_LITE_2026-08-08.zip,,,,,,,,0.0,,,0.0,,,,,
