decision_hash,symbol,target_id,target_pct,target_price,touched,first_touch_ts,first_touch_session
7ed13a93e673cd88d23f8d19b944de8ea8589736fa95a344dc041f5a156f1814,RELIANCE,I030,0.3,2694.0,True,2024-01-25T09:28:00+05:30,2024-01-25
7ed13a93e673cd88d23f8d19b944de8ea8589736fa95a344dc041f5a156f1814,RELIANCE,I050,0.5,2699.35,False,,
7ed13a93e673cd88d23f8d19b944de8ea8589736fa95a344dc041f5a156f1814,RELIANCE,I070,0.7,2704.75,False,,
7ed13a93e673cd88d23f8d19b944de8ea8589736fa95a344dc041f5a156f1814,RELIANCE,S100,1.0,2712.8,False,,
7ed13a93e673cd88d23f8d19b944de8ea8589736fa95a344dc041f5a156f1814,RELIANCE,S200,2.0,2739.65,False,,
7ed13a93e673cd88d23f8d19b944de8ea8589736fa95a344dc041f5a156f1814,RELIANCE,S500,5.0,2820.2,False,,
