signal_date,symbol,sector,selected_direction,directional_edge,ofactor_long,ofactor_short,xfactor_score,decision_code,setup_state,data_quality_score,data_permission,hard_gates,stock_primary_trend,nifty_primary_trend,vix_regime,close_price,rsi_14,willr_14,close_vs_ema61_pct,volume_vs_sma20,macd_line_pct_close,atr14,o_long_market_regime_support,o_short_market_regime_support,x_long_entry_location_quality,x_long_stop_invalidation_quality,x_long_market_sector_synchronisation,x_short_entry_location_quality,x_short_stop_invalidation_quality,x_short_market_sector_synchronisation,daily_level,canonical_status,qualified
2024-12-02,MCX,Financial Services,LONG,13.9362,55.0649,41.1287,78.4859,ENTERABLE_TIER_B,TRIGGERED,97.2931,FULL,,,SIDEWAYS,LOW,6323.0,55.24007521231085,-23.81674757281554,6.694234759782252,0.9220042601486766,-0.3157426257205528,192.7178571428571,47.7815,52.2185,65.0638,75.5082,46.6264,65.0638,87.7645,53.3736,LOW,RESEARCH_ONLY_NO_STANDARD_TRADE,False
2024-12-02,MOTILALOFS,Financial Services,LONG,36.0439,70.3786,34.3347,77.7869,ENTERABLE_TIER_B,TRIGGERED,97.2931,FULL,,,SIDEWAYS,LOW,946.1,56.53515522629041,-44.88048519443453,6.896095741168823,1.073062149307611,0.8242854707147912,39.53214285714287,47.7815,52.2185,68.865,62.5621,46.6264,68.865,96.0538,53.3736,LOW,UPGRADE_OFACTOR_REQUIRED,False
2024-12-02,PAGEIND,Textiles,LONG,41.6224,76.1059,34.4835,75.6027,ENTERABLE_TIER_B,TRIGGERED,97.2931,FULL,,,SIDEWAYS,LOW,45864.95,57.18322392706488,-57.15787213363026,4.764451317402965,1.6098901779191996,0.6924003148395595,1138.2071428571414,47.7815,52.2185,54.9307,55.5476,72.4286,54.9307,80.0985,27.5714,LOW,WAIT_FOR_XFACTOR,False
2024-12-03,AEGISLOG,OTHER,LONG,27.7448,60.401,32.6562,75.7202,ENTERABLE_TIER_B,TRIGGERED,97.2931,FULL,,,SIDEWAYS,LOW,837.7,54.59377801765326,-47.64109985528218,5.719826257463817,1.1493281686466934,2.7668220576197275,41.73214285714287,58.6689,41.3311,67.559,70.5742,62.8881,67.559,92.9071,37.112,LOW,RESEARCH_ONLY_NO_STANDARD_TRADE,False
2024-12-03,APLAPOLLO,Capital Goods,LONG,41.3886,70.224,28.8354,66.6607,ENTERABLE_TIER_B,TRIGGERED,97.2931,FULL,,,SIDEWAYS,LOW,1556.8,60.20776778402492,-5.825825825825853,3.7444048889260255,1.193983585890445,-0.0829577973874112,53.042857142857166,58.6689,41.3311,22.5532,53.5319,69.5991,22.5532,92.6852,30.4008,LOW,UPGRADE_OFACTOR_REQUIRED,False
2024-12-03,BANKBARODA,Financial Services,LONG,28.3718,65.9807,37.6089,72.2889,ENTERABLE_TIER_B,TRIGGERED,98.5,FULL,,SIDEWAYS,SIDEWAYS,LOW,254.55,57.183924171934606,-14.637146371463684,2.8502017847357584,1.1444756663445612,0.0368891917696462,8.320714285714285,58.6689,41.3311,51.0499,64.5703,54.7337,51.0499,97.8367,45.2663,LOW,UPGRADE_OFACTOR_REQUIRED,False
2024-12-03,NH,OTHER,LONG,11.3216,56.9055,45.5839,80.1903,ENTERABLE_TIER_B,TRIGGERED,97.2931,FULL,,,SIDEWAYS,LOW,1271.3,53.18717681330774,-59.31372549019609,1.1605709536413464,2.208246905826385,0.2038000691277577,30.939285714285734,58.6689,41.3311,76.8202,79.0558,62.8881,76.8202,85.0029,37.112,LOW,RESEARCH_ONLY_NO_STANDARD_TRADE,False
2024-12-03,PAGEIND,Textiles,LONG,39.8677,76.0068,36.1391,75.4579,ENTERABLE_TIER_B,TRIGGERED,97.2931,FULL,,,SIDEWAYS,LOW,46143.25,58.687116013442605,-46.06805691672149,5.216856739743909,1.672130477157637,0.8156680398303928,1157.7785714285706,58.6689,41.3311,47.5665,62.7563,77.6451,47.5665,87.9407,22.3549,LOW,WAIT_FOR_XFACTOR,False
2024-12-03,USHAMART,OTHER,LONG,13.1884,53.0099,39.8215,79.936,ENTERABLE_TIER_B,TRIGGERED,97.2931,FULL,,,SIDEWAYS,LOW,393.75,51.59477834946387,-30.600461893764425,2.3858306733747345,1.1515701774241396,-0.746591862715644,14.932142857142862,58.6689,41.3311,94.5197,65.5776,62.8881,94.5197,96.6515,37.112,LOW,RESEARCH_ONLY_NO_STANDARD_TRADE,False
2024-12-03,UTIAMC,OTHER,LONG,4.5858,48.1559,43.5701,83.4003,ENTERABLE_TIER_B,TRIGGERED,97.2931,FULL,,,SIDEWAYS,LOW,1309.2,53.64943858773145,-61.94568580268125,4.713201863511194,1.2216139094700702,0.5852067422941921,47.375,58.6689,41.3311,94.8426,88.095,62.8881,94.8426,80.285,37.112,LOW,RESEARCH_ONLY_NO_STANDARD_TRADE,False
2024-12-05,COROMANDEL,Chemicals,LONG,28.1414,66.6013,38.4599,81.0536,ENTERABLE_TIER_B,TRIGGERED,97.2931,FULL,,,TRANSITION,LOW,1769.0,56.33393694868656,-40.27617951668586,4.416617317835882,1.4018754386324286,1.4992559912691945,43.9714285714286,74.7635,25.2365,81.181,79.3047,56.273,81.181,97.271,43.727,LOW,UPGRADE_OFACTOR_REQUIRED,False
2024-12-05,DOMS,OTHER,LONG,36.8957,66.2227,29.327,77.451,ENTERABLE_TIER_B,TRIGGERED,97.2931,FULL,,,TRANSITION,LOW,2902.15,54.46652916767983,-39.07664453832228,6.3957717135218255,1.2906770593508576,1.849787559517796,120.06785714285716,74.7635,25.2365,68.1277,76.6299,74.2372,68.1277,94.753,25.7628,MEDIUM,UPGRADE_OFACTOR_REQUIRED,False
2024-12-05,PPLPHARMA,OTHER,LONG,35.1733,65.4799,30.3066,72.3979,ENTERABLE_TIER_B,TRIGGERED,97.2931,FULL,,,TRANSITION,LOW,274.15,59.78999037695223,-24.49748743718594,13.911111092011623,0.8248325905566132,1.8582971003415376,12.089285714285715,74.7635,25.2365,35.0251,60.9572,74.2372,35.0251,83.1256,25.7628,LOW,UPGRADE_OFACTOR_REQUIRED,False
2024-12-05,UTIAMC,OTHER,LONG,27.6323,60.6023,32.97,77.1132,ENTERABLE_TIER_B,TRIGGERED,97.2931,FULL,,,TRANSITION,LOW,1328.15,56.67923071824757,-28.48893166506245,5.871208714685108,2.492675358857781,0.7154310435628958,40.142857142857146,74.7635,25.2365,60.2835,75.8363,74.2372,60.2835,70.5053,25.7628,LOW,RESEARCH_ONLY_NO_STANDARD_TRADE,False
2024-12-10,CRISIL,Financial Services,LONG,26.9131,59.2618,32.3487,74.4196,ENTERABLE_TIER_B,TRIGGERED,97.2931,FULL,,,SIDEWAYS,LOW,5421.05,56.40687758304146,-50.56997796723822,6.754053030096111,1.398112201688136,0.9133250286014466,199.42499999999987,64.1429,35.8571,75.1277,68.4292,69.207,75.1277,94.6045,30.793,MEDIUM,RESEARCH_ONLY_NO_STANDARD_TRADE,False
2024-12-10,OFSS,Information Technology,LONG,26.5344,64.2672,37.7328,71.0221,ENTERABLE_TIER_B,TRIGGERED,97.2931,FULL,,,SIDEWAYS,LOW,12245.25,57.29472581695755,-33.04461870542914,6.502198998723055,2.068519260764833,2.427049824038984,377.7785714285718,64.1429,35.8571,42.6242,60.7601,67.8182,42.6242,86.2618,32.1818,LOW,RESEARCH_ONLY_NO_STANDARD_TRADE,False
2024-12-11,SYNGENE,OTHER,LONG,25.3761,64.6587,39.2826,80.8174,ENTERABLE_TIER_B,TRIGGERED,97.2931,FULL,,,SIDEWAYS,LOW,904.75,52.24589480322982,-48.94829097283085,2.836173422848648,2.1068858998268354,0.7752766690908935,27.917857142857137,67.0337,32.9663,78.6278,60.2405,73.8362,78.6278,81.0874,26.1638,LOW,RESEARCH_ONLY_NO_STANDARD_TRADE,False
2024-12-12,COROMANDEL,Chemicals,LONG,11.7866,56.9246,45.138,79.5874,ENTERABLE_TIER_B,TRIGGERED,97.2931,FULL,,,SIDEWAYS,LOW,1778.6,57.169571216336415,-55.719557195572,4.257157370597104,1.3012098166067234,1.170027337914193,37.571428571428605,64.063,35.937,73.0247,82.5399,51.4742,73.0247,82.8593,48.5258,LOW,RESEARCH_ONLY_NO_STANDARD_TRADE,False
