symbol,sector,signal_date,daily_level,decision_code,setup_state,ofactor_long,xfactor_score,directional_edge,data_quality_score,daily_rsi14,daily_willr14,close_vs_ema61_pct,macd_line_pct_close,atr14,volume_vs_sma20,nifty_regime,stock_regime,vix_regime,entry_ts,entry_price,entry_rsi14,entry_willr14,quantity,exit_state,exit_ts,exit_price,gross_pnl,transaction_costs,net_before_tax,tax_provision,after_tax_pnl,i030_hit,i050_hit,i070_hit,s100_d5_hit,s200_d5_hit,s500_d5_hit,intraday_mfe_pct,intraday_mae_pct,d5_mfe_pct,d5_mae_pct,h30_mfe_pct,h30_mae_pct,d5_sessions,h30_sessions,actual_holding_minutes,actual_holding_sessions
CUMMINSIND,Capital Goods,2024-06-03,LOW,ENTERABLE_TIER_B,TRIGGERED,76.8572,81.7107,53.9552,97.2931,58.61145667073165,-42.694712905059696,14.067611960101702,3.192891396843513,134.99642857142857,1.2581853681781507,TRANSITION,,HIGH,2024-06-03 10:49:00+05:30,3686.3,29.466357308584207,-90.09708737864008,54,CLOSED_INTRADAY,2024-06-03 11:04:00+05:30,3697.3589,597.1805999999838,291.6308404199236,305.5497595800602,106.94241585302107,198.60734372703917,True,True,True,False,False,False,1.0484767924477056,-0.2251580175243517,1.0484767924477056,-15.846512763475571,13.17310039877382,-15.846512763475571,6,31,15.0,1
CYIENT,OTHER,2024-01-12,LOW,ENTERABLE_TIER_B,TRIGGERED,85.4265,83.0516,60.7041,97.2931,57.96740470105413,-42.3416198877305,12.652942359453778,2.4735293838106,79.6214285714285,2.0880242246738514,TRANSITION,,LOW,2024-01-12 09:39:00+05:30,2237.0,26.1044176706822,-97.35376044568294,89,CLOSED_INTRADAY,2024-01-12 10:08:00+05:30,2243.711,597.279,291.671116334274,305.607883665726,106.9627592830041,198.6451243827219,True,True,True,True,True,True,2.7715690657130088,-0.4135002235136298,5.721949038891383,-4.112650871703172,5.721949038891383,-16.298614215467143,6,31,29.0,1
EIHOTEL,OTHER,2024-04-26,LOW,ENTERABLE_TIER_B,TRIGGERED,76.1941,81.5953,55.6898,97.2931,58.34310401266655,-40.74626865671643,14.49102753105884,2.2538650956074,25.20714285714285,1.2049646547485209,SIDEWAYS,,LOW,2024-04-26 10:00:00+05:30,470.1,21.77777777777807,-92.9577464788732,425,CLOSED_INTRADAY,2024-04-26 10:32:00+05:30,471.55,616.25,292.5475529575,323.7024470425,113.295856464875,210.406590577625,True,True,True,True,True,True,3.169538396085936,-0.3084450116996429,5.509466071048719,-1.0104233141884689,6.360348861944254,-19.729844713890664,6,31,32.0,1
EMCURE,OTHER,2025-06-18,LOW,ENTERABLE_TIER_B,TRIGGERED,76.2731,84.6936,46.1753,97.2931,62.849440964439104,-77.53191489361694,12.219226486037444,4.232218702223238,49.271428571428565,2.24140988274505,SIDEWAYS,,LOW,2025-06-18 10:54:00+05:30,1346.9,25.97402597402582,-90.10989010989152,148,CLOSED_INTRADAY,2025-06-18 11:03:00+05:30,1350.9407,598.0235999999852,291.9758871251816,306.0477128748036,107.11669950618126,198.9310133686224,True,True,False,True,False,False,0.5271363872596302,-1.3438265647041423,1.492315687875867,-4.224515554235664,8.248570792189458,-8.760858267131933,6,31,9.0,1
ENDURANCE,Automobile and Auto Components,2025-09-16,MEDIUM,ENTERABLE_TIER_B,TRIGGERED,76.5227,80.377,53.1701,97.2931,57.24196945006397,-50.06349206349215,8.04202948883027,2.207582459760709,107.19285714285706,1.70543398108847,SIDEWAYS,,LOW,2025-09-16 09:16:00+05:30,2858.5,29.22077922077905,-88.31168831168905,69,CLOSED_INTRADAY,2025-09-16 13:36:00+05:30,2867.0754999999995,591.7094999999655,289.3914750235569,302.31802497640854,105.811308741743,196.5067162346656,True,True,True,True,True,False,3.662760188910252,-1.091481546265516,3.662760188910252,-1.5217771558509674,5.334965891201682,-6.419450760888578,6,31,260.0,1
ENGINERSIN,OTHER,2025-06-23,LOW,ENTERABLE_TIER_B,TRIGGERED,78.2947,76.2536,51.6179,97.2931,60.59401892571529,-52.1370112155199,13.917013866415976,2.956334869291185,9.301428571428575,1.0287635044647276,SIDEWAYS,,LOW,2025-06-23 10:05:00+05:30,218.91,19.407894736842096,-84.5454545454545,913,CLOSED_INTRADAY,2025-06-23 10:06:00+05:30,219.56673,599.5944899999818,292.61886508345293,306.97562491652883,107.44146872078508,199.5341561957437,True,True,True,True,True,True,4.928966241834543,-0.0593851354437902,11.369969393814827,-0.0593851354437902,16.69179114704673,-6.093828514001187,6,31,1.0,1
FORCEMOT,OTHER,2025-09-16,LOW,ENTERABLE_TIER_B,TRIGGERED,74.2536,79.6301,42.0576,97.2931,57.28776048646236,-13.768707482993197,14.213413211462084,0.3874663525462107,991.0,1.5424514348515694,SIDEWAYS,,LOW,2025-09-16 13:23:00+05:30,19829.0,27.46113989637305,-84.42622950819673,10,CLOSED_INTRADAY,2025-09-16 13:27:00+05:30,19888.487,594.86999999997,290.68509318722,304.18490681275006,106.46471738446252,197.7201894282875,True,True,False,False,False,False,0.5698724090977825,-1.7096172272933583,0.912804478289364,-9.980331837208134,0.912804478289364,-24.80205759241515,6,31,4.0,1
GMDCLTD,OTHER,2024-02-02,LOW,ENTERABLE_TIER_B,TRIGGERED,80.0575,77.9828,54.5065,97.2931,58.85310023883481,-18.167701863354026,12.508935596264305,1.8267121176856185,21.43928571428571,1.3873793068740483,SIDEWAYS,,LOW,2024-02-02 10:48:00+05:30,478.45,28.79581151832457,-82.06896551724122,418,CLOSED_SWING,2024-02-05 09:17:00+05:30,483.2345,1999.9209999999875,294.227454030126,1705.6935459698614,596.9927410894516,1108.70080488041,False,False,False,True,True,True,0.0104504127913074,-2.351342878043683,5.758177448009194,-13.418330024035953,5.758177448009194,-33.78618455428989,6,31,4229.0,2
GODIGIT,OTHER,2025-06-18,LOW,ENTERABLE_TIER_B,TRIGGERED,79.9016,77.3608,48.7497,97.2931,63.07259843653746,-49.58949096880141,8.40612059684722,2.703722205469192,12.35357142857142,2.5510003031537978,SIDEWAYS,,LOW,2025-06-18 09:59:00+05:30,341.8,25.00000000000101,-100.0,585,CLOSED_INTRADAY,2025-06-18 10:04:00+05:30,342.8254,599.859,292.727131161754,307.131868838246,107.4961540933861,199.6357147448599,True,True,True,True,True,True,2.3405500292568826,-0.2925687536571075,5.880631948507897,-2.4429490930368725,10.00585137507315,-4.256875365710943,6,31,5.0,1
HAVELLS,Consumer Durables,2024-06-06,MEDIUM,ENTERABLE_TIER_B,TRIGGERED,75.6736,85.3745,49.1393,98.5,58.12592974744654,-53.14608790807952,10.094987967425103,2.7274038465440467,67.80714285714285,1.5081605792804935,SIDEWAYS,UPWARD,NORMAL,2024-06-06 10:49:00+05:30,1857.55,28.80116959064344,-100.0,107,CLOSED_SWING,2024-06-10 10:25:00+05:30,1876.1255,1987.5784999999892,292.702925635571,1694.8755743644183,593.2064510275464,1101.669123336872,False,False,False,True,False,False,0.1318941616645697,-1.7523081478291291,1.5262038706898906,-2.0214799063282274,5.997146779359919,-6.298619148878903,6,31,5736.0,3
HFCL,OTHER,2024-07-26,LOW,ENTERABLE_TIER_B,TRIGGERED,76.2098,79.6792,50.3416,97.2931,56.41930170121994,-40.500000000000014,10.35823650577331,1.3061172018745335,6.317857142857142,0.8856311859503702,TRANSITION,,LOW,2024-07-26 10:07:00+05:30,118.9,24.00000000000045,-89.1304347826078,1682,CLOSED_INTRADAY,2024-07-26 10:55:00+05:30,119.2567,599.9694,292.7723187729764,307.1970812270236,107.51897842945826,199.67810279756532,True,True,True,True,True,True,4.793944491169033,-0.5634987384356638,18.166526492851133,-0.5634987384356638,35.121951219512184,-0.5634987384356638,6,31,48.0,1
